epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,21.705,0.72699,1.9954,0.34891,0.04699,0.23441,0.03034,0.0155,0.6112,1.24918,0.34948,0.0015,0.0015,0.0865
2,36.5834,0.72468,0.87466,0.30815,0.26175,0.25161,0.12738,0.02011,1.16381,0.51332,0.63765,0.00308977,0.00308977,0.0720898
3,50.1066,0.97125,0.5469,0.44987,0.11417,0.09892,0.0413,0.00668,1.42382,0.38917,0.74259,0.00466898,0.00466898,0.057669
4,62.6964,1.10157,0.3914,0.4672,0.3503,0.33047,0.20114,0.04003,1.24263,0.34287,0.56519,0.00623763,0.00623763,0.0432376
5,74.7003,0.93089,0.43905,0.35901,0.75877,0.67527,0.66424,0.1789,0.96326,0.41604,0.42369,0.00779572,0.00779572,0.0287957
6,88.0138,0.88186,0.40027,0.3181,0.64605,0.56133,0.60652,0.18047,0.94318,0.48056,0.39327,0.00934325,0.00934325,0.0143433
7,101.222,0.64613,0.43267,0.22788,0.87883,0.88817,0.90605,0.39557,0.62822,0.44141,0.26732,0.009802,0.009802,0.009802
8,113.188,0.51371,0.41772,0.1844,0.92244,0.8952,0.9418,0.52536,0.50082,0.46245,0.25102,0.009769,0.009769,0.009769
9,125.76,0.62995,0.40767,0.21526,0.93622,0.90538,0.95842,0.60978,0.37536,0.52688,0.17449,0.009736,0.009736,0.009736
10,138.599,0.61313,0.41984,0.20261,0.92007,0.89113,0.93575,0.5599,0.45856,0.45603,0.23963,0.009703,0.009703,0.009703
11,150.285,0.51661,0.40747,0.17915,0.94592,0.88172,0.94094,0.53173,0.50021,0.48905,0.22083,0.00967,0.00967,0.00967
12,162.191,0.35016,0.38125,0.13094,0.89604,0.8341,0.90443,0.4149,0.66047,0.53586,0.28009,0.009637,0.009637,0.009637
13,174.255,0.52,0.41713,0.18043,0.91369,0.88789,0.93121,0.56065,0.4681,0.45725,0.2417,0.009604,0.009604,0.009604
14,186.283,0.5452,0.41163,0.1978,0.96321,0.9009,0.94541,0.62296,0.38606,0.47173,0.18965,0.009571,0.009571,0.009571
15,198.546,0.56354,0.40921,0.18775,0.81007,0.80714,0.81673,0.40257,0.6297,0.45039,0.30149,0.009538,0.009538,0.009538
16,210.126,0.61897,0.3996,0.21936,0.94022,0.89247,0.93894,0.55063,0.49965,0.45836,0.22173,0.009505,0.009505,0.009505
17,221.967,0.49477,0.3976,0.16476,0.94657,0.92688,0.97287,0.75652,0.26572,0.38464,0.14143,0.009472,0.009472,0.009472
18,234.364,0.44901,0.39604,0.16537,0.95065,0.91143,0.95578,0.62214,0.41688,0.44959,0.19311,0.009439,0.009439,0.009439
19,255.756,0.4756,0.39778,0.16825,0.94211,0.91398,0.95235,0.65404,0.37201,0.44217,0.18234,0.009406,0.009406,0.009406
20,267.99,0.45228,0.39492,0.15289,0.89033,0.87295,0.91648,0.52277,0.54544,0.44628,0.23847,0.009373,0.009373,0.009373
21,279.687,0.47316,0.38809,0.16095,0.9481,0.90108,0.95084,0.63499,0.3992,0.44556,0.18601,0.00934,0.00934,0.00934
22,292.203,0.39167,0.38147,0.14958,0.92918,0.93117,0.95397,0.60523,0.43063,0.42309,0.21139,0.009307,0.009307,0.009307
23,303.553,0.39689,0.37601,0.14681,0.93442,0.91183,0.93725,0.53303,0.49424,0.4425,0.23173,0.009274,0.009274,0.009274
24,315.111,0.54802,0.39728,0.17944,0.92851,0.92178,0.93926,0.64886,0.37757,0.44144,0.17473,0.009241,0.009241,0.009241
25,326.631,0.57814,0.40306,0.1839,0.96223,0.9315,0.95697,0.61378,0.42415,0.42885,0.19507,0.009208,0.009208,0.009208
26,338.586,0.56569,0.38645,0.17402,0.94231,0.91329,0.94879,0.55275,0.48661,0.47385,0.21345,0.009175,0.009175,0.009175
27,351.136,0.48904,0.39509,0.15361,0.93318,0.91613,0.95932,0.6939,0.32232,0.40712,0.16235,0.009142,0.009142,0.009142
28,362.544,0.36629,0.36805,0.12642,0.91541,0.93091,0.94645,0.60137,0.42405,0.42569,0.20764,0.009109,0.009109,0.009109
29,374.132,0.35525,0.36783,0.12703,0.89367,0.83139,0.88736,0.35682,0.71558,0.49487,0.31831,0.009076,0.009076,0.009076
30,386.008,0.47388,0.40045,0.15138,0.92169,0.93548,0.95734,0.64476,0.38413,0.43208,0.19165,0.009043,0.009043,0.009043
31,397.728,0.46117,0.38763,0.14973,0.92106,0.92846,0.94898,0.66911,0.36485,0.41209,0.17763,0.00901,0.00901,0.00901
32,409.407,0.47462,0.38884,0.16175,0.96133,0.89462,0.9517,0.63905,0.388,0.43393,0.19436,0.008977,0.008977,0.008977
33,421.627,0.42822,0.38837,0.14292,0.93185,0.91183,0.94792,0.55787,0.50569,0.44484,0.23484,0.008944,0.008944,0.008944
34,433.301,0.48432,0.39325,0.16213,0.94602,0.90457,0.95591,0.67588,0.3525,0.43823,0.17435,0.008911,0.008911,0.008911
35,445.647,0.41739,0.38425,0.1306,0.94794,0.90063,0.95335,0.68293,0.34159,0.42329,0.18638,0.008878,0.008878,0.008878
36,457.443,0.41174,0.37702,0.14835,0.9481,0.90363,0.94696,0.5745,0.456,0.44373,0.22154,0.008845,0.008845,0.008845
37,469.703,0.41834,0.38533,0.14226,0.95504,0.91359,0.95239,0.61256,0.42636,0.43765,0.23648,0.008812,0.008812,0.008812
38,481.895,0.40276,0.37627,0.14466,0.93367,0.93841,0.96785,0.71535,0.31016,0.38169,0.17991,0.008779,0.008779,0.008779
39,493.904,0.35974,0.36493,0.1246,0.92769,0.93805,0.96908,0.63825,0.39864,0.42956,0.18856,0.008746,0.008746,0.008746
40,505.298,0.35007,0.363,0.12325,0.94093,0.92688,0.95782,0.63653,0.37819,0.4326,0.18629,0.008713,0.008713,0.008713
41,516.857,0.33849,0.35515,0.12991,0.92443,0.88602,0.92131,0.42291,0.63415,0.50494,0.28411,0.00868,0.00868,0.00868
42,528.339,0.46812,0.40007,0.14474,0.93385,0.93118,0.96153,0.62918,0.38434,0.43209,0.18457,0.008647,0.008647,0.008647
43,540.104,0.46848,0.3927,0.14938,0.95971,0.93978,0.9544,0.52783,0.49795,0.44772,0.20908,0.008614,0.008614,0.008614
44,551.928,0.46183,0.39102,0.1432,0.95007,0.94112,0.96941,0.67429,0.3509,0.40272,0.17054,0.008581,0.008581,0.008581
45,563.504,0.37984,0.36699,0.13433,0.95389,0.93433,0.97776,0.74062,0.28346,0.35073,0.15477,0.008548,0.008548,0.008548
