1724157092207273400,1,949.64,331.04,69.80,26.05,1,1,1.000000
1724157092253380000,1,947.90,331.31,70.07,25.36,1,1,1.000000
1724157096931800200,6,839.53,152.97,254.98,101.06,1,1,1.000000
1724157097055414300,7,918.15,213.21,161.53,65.01,1,1,1.000000
1724157097727669000,7,943.93,219.86,171.76,82.74,1,1,1.000000
1724157136620910300,26,74.27,11.01,98.80,89.76,1,1,1.000000
1724157136655124900,26,77.62,5.37,99.67,94.42,1,1,1.000000
1724157136699350400,26,79.57,10.85,109.96,86.72,1,1,1.000000
1724157136741340900,26,97.70,5.69,97.39,87.25,1,1,1.000000
1724157136775067800,26,97.70,5.69,97.39,87.25,1,1,1.000000
1724157136821661900,26,100.67,15.28,109.56,83.92,1,1,1.000000
1724157136852141100,26,113.46,13.61,104.48,83.02,1,1,1.000000
1724157136894891400,26,118.69,14.43,96.60,78.31,1,1,1.000000
1724157136941778900,26,127.31,14.12,93.95,80.16,1,1,1.000000
1724157136971368400,26,136.03,14.80,90.67,78.08,1,1,1.000000
1724157137017075500,26,140.12,8.62,95.60,84.70,1,1,1.000000
1724157137046550700,26,146.24,6.02,97.10,81.30,1,1,1.000000
1724157137091069400,26,157.25,4.03,95.66,87.46,1,1,1.000000
1724157137140674200,26,160.85,9.78,94.15,81.64,1,1,1.000000
1724157137172291800,26,165.94,11.48,93.74,78.12,1,1,1.000000
1724157137261079200,26,181.96,4.06,97.17,81.25,1,1,1.000000
1724157137289563800,26,181.96,4.06,97.17,81.25,1,1,1.000000
1724157137380994400,26,201.19,5.46,94.11,88.21,1,1,1.000000
1724157137456918100,26,214.67,4.12,89.33,83.16,1,1,1.000000
1724157137501521400,26,222.25,1.35,91.92,87.55,1,1,1.000000
1724157137532666800,26,224.97,1.61,91.84,86.53,1,1,1.000000
1724157137583429300,26,224.51,6.38,95.17,79.15,1,1,1.000000
1724157137610357300,26,234.29,6.91,93.66,78.57,1,1,1.000000
1724157137657161600,26,238.69,5.30,96.01,79.99,1,1,1.000000
1724157137711863400,26,245.85,3.39,95.85,76.80,1,1,1.000000
1724157137734176900,26,245.85,3.39,95.85,76.80,1,1,1.000000
1724157137811329900,26,276.77,1.82,94.48,76.76,1,1,1.000000
1724157137856084300,26,286.46,9.19,90.49,67.66,1,1,1.000000
1724157137978768100,26,300.37,3.27,84.81,74.36,1,1,1.000000
1724157138008719100,26,307.21,6.81,83.01,69.65,1,1,1.000000
1724157138055343200,26,311.32,6.05,87.13,68.36,1,1,1.000000
1724157138131777100,26,323.32,6.22,91.55,69.20,1,1,1.000000
1724157138175772900,26,335.24,3.35,94.42,73.76,1,1,1.000000
1724157138221975200,26,351.47,2.12,90.69,74.25,1,1,1.000000
1724157138251345400,26,351.47,2.12,90.69,74.25,1,1,1.000000
1724157138621142700,27,417.22,4.43,99.87,83.66,1,1,1.000000
1724157138649608000,27,426.00,1.51,91.21,82.19,1,1,1.000000
1724157139211408200,29,513.04,7.29,79.76,71.43,1,1,1.000000
1724157141655175900,32,0.00,553.43,45.40,59.30,1,1,1.000000
