1724168374673946600,1,506.69,616.31,161.80,41.10,1,2,1.000000
1724168374733567200,1,504.99,615.63,162.82,42.35,1,2,1.000000
1724168374806817500,1,504.46,616.56,159.61,40.24,1,2,1.000000
1724168374872236800,1,502.86,615.73,164.71,40.96,1,2,1.000000
1724168374925284200,1,511.94,618.27,160.22,38.25,1,2,1.000000
1724168375004925100,1,511.78,618.66,161.21,38.55,1,2,1.000000
1724168375060706400,1,513.13,619.29,158.69,36.72,1,2,1.000000
1724168375248662000,1,505.66,617.41,162.46,39.97,1,2,1.000000
1724168375273512100,1,508.02,617.63,159.94,39.81,1,2,1.000000
1724168375337828500,1,513.81,619.80,158.60,36.51,1,2,1.000000
1724168375387619800,1,515.75,619.51,157.59,37.04,1,2,1.000000
1724168375424903600,1,517.64,619.83,155.36,36.77,1,2,1.000000
1724168375472921600,1,516.27,620.40,157.06,35.52,1,2,1.000000
1724168375540085100,1,516.57,619.86,157.18,35.25,1,2,1.000000
1724168375577185800,1,513.12,619.02,163.11,35.33,1,2,1.000000
1724168375631479200,1,515.91,619.01,161.30,35.08,1,2,1.000000
1724168375701783600,1,516.08,619.53,159.49,34.67,1,2,1.000000
1724168375757729400,1,511.43,618.05,167.89,34.18,1,2,1.000000
1724168375822219500,1,517.31,617.86,159.28,34.79,1,2,1.000000
1724168375890650000,1,516.34,617.79,161.89,34.64,1,2,1.000000
1724168375946858400,1,514.54,616.88,163.63,35.47,1,2,1.000000
1724168376012332800,1,514.05,616.11,166.79,35.14,1,2,1.000000
1724168376076300200,1,514.01,615.58,168.63,34.65,1,2,1.000000
1724168376140294800,1,513.39,614.61,168.78,33.90,1,2,1.000000
1724168376205482900,1,512.15,614.67,170.84,34.72,1,2,1.000000
1724168376270577200,1,512.00,613.50,173.69,35.21,1,2,1.000000
1724168376332377000,1,509.53,612.12,177.97,35.36,1,2,1.000000
1724168376395644000,1,508.54,611.66,176.99,36.07,1,2,1.000000
1724168376467662400,1,507.40,610.86,179.01,36.19,1,2,1.000000
1724168376570960100,1,504.86,609.66,183.06,36.76,1,2,1.000000
1724168376622858400,1,504.72,609.74,184.44,36.28,1,2,1.000000
1724168376681105400,1,506.78,608.87,183.45,36.80,1,2,1.000000
1724168376741814300,1,504.25,606.67,186.38,39.42,1,2,1.000000
1724168376788850600,1,503.75,606.09,187.72,39.02,1,2,1.000000
1724168376846327800,1,503.94,605.72,187.01,39.43,1,2,1.000000
1724168376912506700,1,503.43,604.87,188.62,39.48,1,2,1.000000
1724168376984863100,1,503.99,603.48,189.54,40.34,1,2,1.000000
1724168377047253400,1,501.20,602.94,193.08,41.62,1,2,1.000000
1724168377104038400,1,501.42,602.62,194.46,40.29,1,2,1.000000
1724168377165495200,1,501.92,601.69,193.66,40.75,1,2,1.000000
1724168377230710800,1,499.79,600.33,195.10,42.26,1,2,1.000000
1724168377295454200,1,500.11,600.05,197.22,39.48,1,2,1.000000
1724168377358310900,1,494.10,599.31,204.13,40.17,1,2,1.000000
1724168377426445000,1,494.43,598.93,201.84,39.94,1,2,1.000000
1724168377492431000,1,496.22,597.96,203.19,41.05,1,2,1.000000
1724168377548594600,1,493.25,597.18,205.16,39.98,1,2,1.000000
1724168377614540600,1,490.27,597.50,205.16,39.80,1,2,1.000000
1724168377697517300,1,492.80,596.40,203.34,41.29,1,2,1.000000
1724168377769250600,1,489.33,595.87,209.53,41.24,1,2,1.000000
1724168377826445100,1,485.62,594.28,214.78,41.66,1,2,1.000000
1724168377876232300,1,485.44,594.19,216.19,40.56,1,2,1.000000
1724168377931481000,1,483.71,593.30,217.98,40.46,1,2,1.000000
1724168378001978100,1,486.83,593.58,215.46,39.80,1,2,1.000000
1724168378065927200,1,484.89,592.13,217.32,40.53,1,2,1.000000
1724168378124736500,1,483.13,591.27,221.78,40.74,1,2,1.000000
1724168378192721300,1,484.71,590.92,221.37,40.20,1,2,1.000000
1724168378255044100,1,479.53,589.40,222.12,42.10,1,2,1.000000
1724168378320156200,1,485.08,589.17,222.44,41.83,1,2,1.000000
1724168378384020000,1,482.57,589.04,224.63,40.72,1,2,1.000000
1724168378446004500,1,483.21,588.78,223.14,40.61,1,2,1.000000
1724168378514632800,1,494.84,588.17,211.13,41.41,1,2,1.000000
1724168378575478100,1,481.85,587.16,225.70,42.25,1,2,1.000000
1724168378641668800,1,477.86,586.54,230.90,43.17,1,2,1.000000
1724168378708037000,1,481.06,587.02,228.21,41.97,1,2,1.000000
1724168378764758700,1,484.91,586.90,222.60,41.93,1,2,1.000000
1724168378837096400,1,478.21,586.21,228.85,42.20,1,2,1.000000
1724168378898250700,1,480.18,586.33,227.98,41.84,1,2,1.000000
1724168378958873900,1,480.75,585.87,227.53,42.03,1,2,1.000000
1724168379032420300,1,483.07,586.54,225.41,41.20,1,2,1.000000
1724168379089218800,1,485.43,586.69,224.54,41.36,1,2,1.000000
1724168379163847600,1,484.30,586.74,225.14,41.59,1,2,1.000000
1724168379219257300,1,481.25,586.80,227.40,41.60,1,2,1.000000
1724168379277782100,1,482.06,586.50,225.29,42.08,1,2,1.000000
1724168379345810100,1,475.77,586.26,230.92,41.35,1,2,1.000000
1724168379440723000,1,471.02,585.34,233.11,42.95,1,2,1.000000
1724168379518676100,1,474.14,586.62,230.74,40.77,1,2,1.000000
