epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,17.2044,1.23912,1.25429,0.73628,0.0007,0.05591,0.00132,0.00025,1.80705,1.06232,2.77437,7.5e-05,7.5e-05,0.085075
2,29.64,0.60756,1.30744,0.26949,3e-05,0.00215,1e-05,0,2.00425,0.31987,4.36148,0.000154489,0.000154489,0.0691545
3,41.9441,0.34379,1.50158,0.14925,3e-05,0.00215,1e-05,0,1.80738,0.27998,4.33638,0.000233449,0.000233449,0.0532334
4,53.6108,0.23791,1.55158,0.10163,0.10202,0.50108,0.09296,0.05033,0.87409,0.99136,0.65842,0.000311882,0.000311882,0.0373119
5,65.7276,0.19992,1.37987,0.08313,0.11638,0.46667,0.12836,0.08677,0.33402,1.24104,0.17874,0.000389786,0.000389786,0.0213898
6,77.9075,0.19056,1.35538,0.07802,0.12599,0.31398,0.12871,0.08867,0.27727,1.45653,0.14944,0.000467162,0.000467162,0.00546716
7,89.9093,0.17557,1.26597,0.07241,0.17867,0.38065,0.18526,0.12541,0.32517,1.22021,0.18188,0.0004901,0.0004901,0.0004901
8,101.896,0.22711,1.3059,0.10486,0.18547,0.33978,0.18202,0.1014,0.35435,1.19907,0.20421,0.00048845,0.00048845,0.00048845
9,113.438,0.27848,1.12954,0.12983,0.10656,0.62581,0.10287,0.05868,0.3608,1.45765,0.20894,0.0004868,0.0004868,0.0004868
10,125.162,0.26685,1.40057,0.12,0.17238,0.46022,0.18079,0.09263,0.30241,1.24262,0.15835,0.00048515,0.00048515,0.00048515
11,136.638,0.25724,1.17323,0.10769,0.17986,0.50753,0.21419,0.14234,0.29243,1.26516,0.15849,0.0004835,0.0004835,0.0004835
12,148.731,0.25021,1.25937,0.10969,0.22818,0.50753,0.24449,0.14514,0.32494,1.20552,0.17956,0.00048185,0.00048185,0.00048185
13,161.222,0.2151,1.32378,0.0911,0.1937,0.44946,0.17919,0.10912,0.33273,1.25247,0.19469,0.0004802,0.0004802,0.0004802
14,172.684,0.19468,1.21321,0.08362,0.17579,0.45591,0.18359,0.1265,0.33262,1.20863,0.1862,0.00047855,0.00047855,0.00047855
15,184.244,0.19369,1.16197,0.08402,0.25257,0.53333,0.27294,0.18796,0.31476,1.03092,0.18093,0.0004769,0.0004769,0.0004769
16,196.937,0.17386,1.20577,0.07461,0.22167,0.43485,0.21484,0.13973,0.28357,1.1664,0.15475,0.00047525,0.00047525,0.00047525
17,208.402,0.19904,1.13627,0.09255,0.35165,0.56129,0.38279,0.1978,0.34569,1.19314,0.18883,0.0004736,0.0004736,0.0004736
18,220.412,0.21552,1.15477,0.09309,0.20113,0.39355,0.19562,0.12508,0.33781,1.33417,0.18442,0.00047195,0.00047195,0.00047195
19,234.535,0.17709,1.16579,0.07666,0.28124,0.52473,0.31368,0.22404,0.34078,0.95245,0.19434,0.0004703,0.0004703,0.0004703
20,247.023,0.15298,0.64229,0.06537,0.79137,0.83871,0.79761,0.57982,0.34815,0.51075,0.20937,0.00046865,0.00046865,0.00046865
21,259.604,0.16077,0.37,0.06786,0.93138,0.84644,0.86398,0.67141,0.33699,0.46808,0.19801,0.000467,0.000467,0.000467
22,271.341,0.15645,0.29428,0.06423,0.844,0.89247,0.85524,0.65173,0.31719,0.45334,0.1846,0.00046535,0.00046535,0.00046535
23,283.023,0.15,0.29113,0.06361,0.93394,0.85131,0.86429,0.66624,0.37003,0.39184,0.2361,0.0004637,0.0004637,0.0004637
24,294.5,0.13306,0.2615,0.05824,0.89821,0.89189,0.88463,0.67331,0.32618,0.40299,0.19382,0.00046205,0.00046205,0.00046205
25,306.365,0.13045,0.25864,0.05548,0.90024,0.86022,0.8631,0.6646,0.35218,0.44648,0.21867,0.0004604,0.0004604,0.0004604
26,317.745,0.13196,0.25541,0.05606,0.93693,0.89458,0.91182,0.69688,0.31338,0.40398,0.18035,0.00045875,0.00045875,0.00045875
27,329.88,0.13274,0.24383,0.05737,0.92337,0.88106,0.88927,0.6734,0.33513,0.42486,0.20838,0.0004571,0.0004571,0.0004571
28,341.512,0.13287,0.24638,0.05706,0.93524,0.90062,0.89841,0.678,0.31828,0.41815,0.18753,0.00045545,0.00045545,0.00045545
29,353.087,0.13546,0.25303,0.05508,0.94322,0.86022,0.85055,0.61308,0.39521,0.4807,0.24233,0.0004538,0.0004538,0.0004538
30,364.719,0.12808,0.23891,0.05273,0.89462,0.90538,0.90379,0.68876,0.32285,0.42101,0.18732,0.00045215,0.00045215,0.00045215
31,376.417,0.11706,0.22628,0.04829,0.89006,0.88817,0.88802,0.67279,0.34645,0.41492,0.2085,0.0004505,0.0004505,0.0004505
32,387.871,0.10787,0.2169,0.04345,0.9232,0.85306,0.84075,0.64473,0.36207,0.41485,0.22542,0.00044885,0.00044885,0.00044885
33,399.549,0.09922,0.20494,0.04085,0.90491,0.87997,0.859,0.66012,0.3585,0.42501,0.2294,0.0004472,0.0004472,0.0004472
34,411.054,0.09492,0.19775,0.03866,0.93158,0.87846,0.89997,0.69262,0.32146,0.43486,0.1846,0.00044555,0.00044555,0.00044555
35,422.872,0.09212,0.18832,0.03885,0.91997,0.89247,0.89777,0.68398,0.33039,0.42572,0.20249,0.0004439,0.0004439,0.0004439
36,434.776,0.0911,0.19372,0.03824,0.92691,0.86452,0.86247,0.66682,0.36731,0.42939,0.23656,0.00044225,0.00044225,0.00044225
37,446.321,0.08922,0.18845,0.03755,0.90741,0.87742,0.87452,0.67334,0.35859,0.43125,0.22575,0.0004406,0.0004406,0.0004406
38,457.846,0.08813,0.18867,0.03738,0.90465,0.89776,0.89313,0.68979,0.33131,0.42016,0.19347,0.00043895,0.00043895,0.00043895
39,469.375,0.09228,0.19553,0.03728,0.93519,0.83789,0.84594,0.67086,0.3625,0.44734,0.22297,0.0004373,0.0004373,0.0004373
40,481.057,0.08864,0.18832,0.0385,0.90263,0.8572,0.84647,0.65964,0.38978,0.44493,0.26763,0.00043565,0.00043565,0.00043565
41,492.603,0.074,0.16423,0.03057,0.92717,0.84876,0.84847,0.66346,0.36793,0.44615,0.24284,0.000434,0.000434,0.000434
42,504.14,0.06925,0.16236,0.02779,0.93903,0.86116,0.88365,0.68586,0.36766,0.42454,0.23272,0.00043235,0.00043235,0.00043235
43,516.015,0.06779,0.16611,0.02787,0.91399,0.89247,0.90101,0.70176,0.33502,0.42659,0.20962,0.0004307,0.0004307,0.0004307
44,528.232,0.06829,0.15244,0.02734,0.94528,0.86667,0.89076,0.69106,0.33514,0.42604,0.20712,0.00042905,0.00042905,0.00042905
45,539.814,0.06304,0.14138,0.02557,0.93525,0.86237,0.88431,0.69296,0.3424,0.42784,0.21584,0.0004274,0.0004274,0.0004274
46,551.22,0.06086,0.14106,0.02513,0.9392,0.86375,0.87594,0.68316,0.33066,0.47722,0.2079,0.00042575,0.00042575,0.00042575
47,562.963,0.06676,0.15223,0.02803,0.90317,0.88172,0.89167,0.68127,0.3471,0.4573,0.22277,0.0004241,0.0004241,0.0004241
48,574.516,0.06551,0.15034,0.02722,0.9331,0.86237,0.88563,0.67862,0.3499,0.44445,0.23849,0.00042245,0.00042245,0.00042245
49,586.24,0.0593,0.14668,0.02468,0.88815,0.88802,0.86597,0.67115,0.35666,0.44494,0.23412,0.0004208,0.0004208,0.0004208
50,598.141,0.06543,0.15274,0.02773,0.9372,0.86658,0.86974,0.67755,0.33385,0.4785,0.20512,0.00041915,0.00041915,0.00041915
51,609.734,0.05873,0.13789,0.02548,0.94721,0.84946,0.87122,0.67885,0.33109,0.49898,0.20925,0.0004175,0.0004175,0.0004175
52,621.302,0.05466,0.1335,0.02321,0.9521,0.86237,0.87413,0.68515,0.31503,0.49023,0.19119,0.00041585,0.00041585,0.00041585
53,632.775,0.0568,0.1555,0.02329,0.86414,0.84731,0.79122,0.61294,0.37637,0.51505,0.2841,0.0004142,0.0004142,0.0004142
54,644.537,0.06049,0.20457,0.02476,0.93646,0.85579,0.85912,0.66882,0.34472,0.48497,0.22796,0.00041255,0.00041255,0.00041255
55,656.085,0.05609,0.13809,0.02309,0.96018,0.88165,0.89232,0.69871,0.32579,0.44026,0.19789,0.0004109,0.0004109,0.0004109
56,667.511,0.05629,0.13757,0.0225,0.95675,0.85629,0.88245,0.6907,0.32293,0.48306,0.20329,0.00040925,0.00040925,0.00040925
57,679.312,0.05267,0.12885,0.02177,0.94397,0.87312,0.87531,0.68915,0.31145,0.49634,0.18846,0.0004076,0.0004076,0.0004076
58,690.917,0.04825,0.12023,0.0195,0.9393,0.90108,0.89735,0.69862,0.3177,0.47713,0.20072,0.00040595,0.00040595,0.00040595
