epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,17.6703,1.20256,1.19294,0.73338,0.00067,0.05376,0.00079,0.00021,1.75369,0.82498,2.81865,7.5e-05,7.5e-05,0.085075
2,29.9927,0.69157,1.20191,0.32977,0,0,0,0,1.85635,0.50506,5.33542,0.000154489,0.000154489,0.0691545
3,42.2359,0.47358,1.30419,0.21962,0.00127,0.05591,0.02079,0.00582,1.71481,0.48392,4.34009,0.000233449,0.000233449,0.0532334
4,54.2597,0.34981,1.3018,0.15098,0.08808,0.47957,0.0926,0.06163,0.7387,1.02662,0.55966,0.000311882,0.000311882,0.0373119
5,65.9682,0.27828,1.31553,0.12462,0.14341,0.42796,0.14027,0.08194,0.45186,1.17703,0.25736,0.000389786,0.000389786,0.0213898
6,77.9416,0.2308,1.27106,0.09692,0.14141,0.43011,0.15173,0.10817,0.31468,1.14683,0.17093,0.000467162,0.000467162,0.00546716
7,89.8737,0.23488,1.1903,0.0978,0.17851,0.55269,0.21116,0.14846,0.28657,1.04008,0.1662,0.0004901,0.0004901,0.0004901
8,101.737,0.22152,1.20115,0.0942,0.17681,0.55484,0.19981,0.14367,0.26901,1.11668,0.15077,0.00048845,0.00048845,0.00048845
9,113.235,0.22697,1.19566,0.09797,0.14984,0.55699,0.18716,0.12298,0.32344,1.24931,0.18798,0.0004868,0.0004868,0.0004868
10,124.952,0.21678,1.25844,0.09688,0.17463,0.54409,0.21433,0.15794,0.28556,1.09377,0.17093,0.00048515,0.00048515,0.00048515
11,136.767,0.24112,1.28847,0.11107,0.14703,0.62581,0.18678,0.11997,0.27905,1.15962,0.14573,0.0004835,0.0004835,0.0004835
12,148.258,0.22056,1.1479,0.09299,0.1517,0.61075,0.1976,0.1229,0.31285,1.18669,0.17835,0.00048185,0.00048185,0.00048185
13,159.865,0.23116,1.22419,0.10483,0.21795,0.50323,0.2586,0.14837,0.28448,1.11392,0.15241,0.0004802,0.0004802,0.0004802
14,171.333,0.19048,1.20537,0.08064,0.18753,0.51398,0.20932,0.14504,0.30286,1.09618,0.16308,0.00047855,0.00047855,0.00047855
15,182.756,0.19525,1.10597,0.07961,0.28056,0.52043,0.30523,0.21158,0.28641,0.99547,0.15979,0.0004769,0.0004769,0.0004769
16,195.267,0.20731,1.10076,0.0853,0.33367,0.588,0.34024,0.23046,0.29448,1.01368,0.16501,0.00047525,0.00047525,0.00047525
17,206.956,0.20767,0.89823,0.08847,0.51852,0.63871,0.58396,0.38902,0.37814,0.78353,0.23591,0.0004736,0.0004736,0.0004736
18,218.773,0.21162,0.75866,0.09151,0.51976,0.6,0.57163,0.39097,0.32757,0.79059,0.19673,0.00047195,0.00047195,0.00047195
19,230.846,0.21271,0.73661,0.09437,0.65118,0.68602,0.68146,0.48077,0.33604,0.73335,0.20562,0.0004703,0.0004703,0.0004703
20,242.813,0.24144,0.59554,0.11359,0.48105,0.68602,0.51345,0.33899,0.34164,0.79542,0.21765,0.00046865,0.00046865,0.00046865
21,254.43,0.21756,0.47785,0.08938,0.93652,0.87097,0.90429,0.66116,0.32183,0.47283,0.18177,0.000467,0.000467,0.000467
22,266.234,0.18031,0.3295,0.07582,0.90051,0.92903,0.90776,0.6852,0.29331,0.40706,0.17308,0.00046535,0.00046535,0.00046535
23,278.255,0.17361,0.30644,0.07299,0.87802,0.92878,0.87314,0.67342,0.29859,0.38379,0.17521,0.0004637,0.0004637,0.0004637
24,289.689,0.15824,0.29865,0.06598,0.92908,0.88387,0.90492,0.70192,0.28731,0.43464,0.167,0.00046205,0.00046205,0.00046205
25,301.421,0.15854,0.30981,0.06899,0.92823,0.89677,0.90217,0.694,0.31863,0.42195,0.19411,0.0004604,0.0004604,0.0004604
26,312.916,0.16162,0.28735,0.06809,0.93751,0.92043,0.92526,0.72164,0.28055,0.38024,0.16485,0.00045875,0.00045875,0.00045875
27,324.841,0.14933,0.27803,0.06422,0.91961,0.93763,0.91143,0.72305,0.26796,0.3738,0.15465,0.0004571,0.0004571,0.0004571
28,336.621,0.14046,0.26339,0.06023,0.92469,0.94194,0.9191,0.72519,0.27654,0.37051,0.16072,0.00045545,0.00045545,0.00045545
29,348.39,0.14726,0.26615,0.06399,0.89206,0.83535,0.86828,0.67163,0.34296,0.43087,0.22078,0.0004538,0.0004538,0.0004538
30,360.059,0.15947,0.29114,0.07198,0.8897,0.91938,0.91956,0.70235,0.32361,0.36556,0.19423,0.00045215,0.00045215,0.00045215
31,371.519,0.16365,0.28192,0.07268,0.88085,0.92215,0.91259,0.70283,0.30383,0.37991,0.18003,0.0004505,0.0004505,0.0004505
32,382.961,0.1458,0.27685,0.06306,0.91431,0.93118,0.92531,0.71363,0.2938,0.37481,0.1713,0.00044885,0.00044885,0.00044885
33,394.629,0.14259,0.26143,0.06093,0.92765,0.93763,0.93937,0.73172,0.27852,0.3815,0.16703,0.0004472,0.0004472,0.0004472
34,406.515,0.14234,0.26179,0.06129,0.94131,0.89676,0.90507,0.7064,0.28208,0.43441,0.17086,0.00044555,0.00044555,0.00044555
35,417.982,0.13297,0.26503,0.0558,0.93667,0.90968,0.92324,0.71194,0.28988,0.40723,0.17093,0.0004439,0.0004439,0.0004439
36,429.474,0.13449,0.25671,0.05634,0.88463,0.92342,0.90623,0.7079,0.29182,0.40138,0.17514,0.00044225,0.00044225,0.00044225
37,441.13,0.1271,0.25284,0.05344,0.93017,0.88172,0.90923,0.71793,0.30214,0.38805,0.18042,0.0004406,0.0004406,0.0004406
38,452.79,0.13025,0.24345,0.05795,0.92064,0.89819,0.91687,0.70706,0.29257,0.45943,0.16537,0.00043895,0.00043895,0.00043895
39,464.244,0.13634,0.2988,0.05811,0.94326,0.89892,0.92454,0.72832,0.27318,0.43365,0.15448,0.0004373,0.0004373,0.0004373
40,476.088,0.12231,0.24739,0.05246,0.90537,0.94839,0.94051,0.73565,0.27722,0.38855,0.15901,0.00043565,0.00043565,0.00043565
41,487.796,0.11466,0.22689,0.04798,0.90674,0.94194,0.93203,0.72002,0.28619,0.39643,0.17044,0.000434,0.000434,0.000434
42,499.244,0.10861,0.21498,0.04475,0.9278,0.93958,0.9343,0.73296,0.28384,0.37747,0.16401,0.00043235,0.00043235,0.00043235
43,510.851,0.10699,0.2127,0.04514,0.93857,0.91998,0.93268,0.72586,0.2945,0.39666,0.18075,0.0004307,0.0004307,0.0004307
44,522.327,0.10059,0.20463,0.0418,0.93078,0.89677,0.91495,0.72526,0.29117,0.43364,0.16826,0.00042905,0.00042905,0.00042905
45,533.808,0.10103,0.22254,0.04166,0.91112,0.92903,0.93192,0.7344,0.28759,0.40749,0.16255,0.0004274,0.0004274,0.0004274
46,545.348,0.10135,0.21874,0.04218,0.89865,0.93763,0.91802,0.72374,0.27945,0.38783,0.16503,0.00042575,0.00042575,0.00042575
47,556.909,0.09902,0.21197,0.04159,0.90542,0.94705,0.93937,0.73283,0.28811,0.39935,0.16787,0.0004241,0.0004241,0.0004241
48,568.353,0.0979,0.20295,0.04107,0.93367,0.93978,0.9427,0.74739,0.27615,0.38748,0.15746,0.00042245,0.00042245,0.00042245
49,580.264,0.10267,0.23558,0.04377,0.95934,0.86667,0.89904,0.72254,0.27086,0.48353,0.15393,0.0004208,0.0004208,0.0004208
50,591.935,0.09645,0.28258,0.04158,0.95613,0.84516,0.8826,0.7032,0.27912,0.48215,0.154,0.00041915,0.00041915,0.00041915
51,603.428,0.09606,0.2377,0.04058,0.95721,0.87527,0.90358,0.71089,0.29283,0.44629,0.17661,0.0004175,0.0004175,0.0004175
52,614.926,0.09022,0.20112,0.0385,0.95816,0.8865,0.91278,0.72923,0.27028,0.46263,0.15652,0.00041585,0.00041585,0.00041585
53,626.472,0.08337,0.18292,0.03465,0.95223,0.90968,0.92141,0.72783,0.28657,0.42812,0.16908,0.0004142,0.0004142,0.0004142
54,638.061,0.07958,0.17365,0.03308,0.94196,0.90749,0.92393,0.73057,0.28812,0.43534,0.16916,0.00041255,0.00041255,0.00041255
55,649.542,0.07967,0.17455,0.03273,0.94322,0.90108,0.89948,0.71574,0.30386,0.41378,0.18177,0.0004109,0.0004109,0.0004109
56,661.024,0.07847,0.16937,0.03168,0.93625,0.9159,0.92351,0.73503,0.27575,0.40825,0.15908,0.00040925,0.00040925,0.00040925
57,672.69,0.07138,0.15823,0.02894,0.94792,0.93978,0.94713,0.74542,0.28178,0.41192,0.17136,0.0004076,0.0004076,0.0004076
58,684.077,0.06938,0.15721,0.02832,0.94814,0.94371,0.94695,0.75028,0.28689,0.40187,0.17374,0.00040595,0.00040595,0.00040595
59,695.775,0.06712,0.1522,0.02747,0.94213,0.94533,0.95134,0.76094,0.25898,0.39957,0.15043,0.0004043,0.0004043,0.0004043
60,707.488,0.06561,0.15071,0.02734,0.94186,0.94839,0.94048,0.75029,0.26149,0.41522,0.14977,0.00040265,0.00040265,0.00040265
61,719.306,0.0672,0.1531,0.02755,0.92818,0.95054,0.93359,0.74999,0.26994,0.40644,0.15619,0.000401,0.000401,0.000401
62,730.762,0.06546,0.15241,0.02712,0.92442,0.94839,0.93627,0.74464,0.26516,0.41868,0.15275,0.00039935,0.00039935,0.00039935
63,742.397,0.06487,0.14635,0.02643,0.91341,0.95484,0.94211,0.75129,0.2739,0.40397,0.16009,0.0003977,0.0003977,0.0003977
64,753.988,0.06375,0.14847,0.02604,0.93558,0.94409,0.94546,0.75034,0.2722,0.40411,0.16422,0.00039605,0.00039605,0.00039605
65,765.402,0.06134,0.15851,0.02551,0.94235,0.91398,0.93353,0.7469,0.27295,0.43851,0.16169,0.0003944,0.0003944,0.0003944
66,776.832,0.06292,0.16408,0.02584,0.9358,0.90913,0.92691,0.73996,0.29249,0.40379,0.18939,0.00039275,0.00039275,0.00039275
67,788.531,0.06735,0.16103,0.02885,0.94341,0.90968,0.92319,0.73885,0.29221,0.41596,0.19613,0.0003911,0.0003911,0.0003911
68,800.008,0.05989,0.14001,0.02418,0.95031,0.90492,0.92358,0.74109,0.25873,0.48659,0.14471,0.00038945,0.00038945,0.00038945
69,811.514,0.05847,0.14041,0.02409,0.93492,0.92688,0.93553,0.75369,0.27072,0.42672,0.15258,0.0003878,0.0003878,0.0003878
70,823.659,0.06164,0.13955,0.02574,0.94279,0.92149,0.93831,0.75281,0.26439,0.43785,0.15348,0.00038615,0.00038615,0.00038615
71,835.322,0.06023,0.14129,0.02454,0.93505,0.92886,0.93996,0.74953,0.26816,0.45171,0.15679,0.0003845,0.0003845,0.0003845
72,846.758,0.07221,0.164,0.03003,0.93957,0.89677,0.91466,0.72434,0.2752,0.47176,0.16311,0.00038285,0.00038285,0.00038285
73,858.208,0.07187,0.16436,0.02951,0.93259,0.92231,0.92673,0.73919,0.28652,0.39359,0.16611,0.0003812,0.0003812,0.0003812
74,870.38,0.06447,0.15229,0.02624,0.89776,0.94839,0.93965,0.74163,0.28529,0.4059,0.16798,0.00037955,0.00037955,0.00037955
75,881.889,0.06679,0.15482,0.02786,0.95675,0.90387,0.92772,0.74084,0.28836,0.41418,0.16833,0.0003779,0.0003779,0.0003779
76,893.315,0.06998,0.157,0.02795,0.95618,0.89892,0.92522,0.73832,0.28285,0.43428,0.16544,0.00037625,0.00037625,0.00037625
77,904.868,0.0586,0.1393,0.02379,0.9582,0.88602,0.90524,0.71833,0.30385,0.45725,0.18366,0.0003746,0.0003746,0.0003746
78,916.555,0.06113,0.14183,0.02528,0.90976,0.88886,0.93605,0.73901,0.29045,0.46799,0.17946,0.00037295,0.00037295,0.00037295
79,927.991,0.06109,0.15554,0.02551,0.92455,0.92473,0.94089,0.73538,0.28599,0.43895,0.16804,0.0003713,0.0003713,0.0003713
80,939.46,0.05965,0.15437,0.0244,0.9407,0.92114,0.92237,0.73067,0.27406,0.45078,0.16318,0.00036965,0.00036965,0.00036965
81,951.285,0.06133,0.14402,0.02482,0.91919,0.9051,0.92177,0.7303,0.29081,0.493,0.18594,0.000368,0.000368,0.000368
82,962.837,0.057,0.13623,0.02349,0.94347,0.90108,0.91546,0.73192,0.27428,0.47547,0.16357,0.00036635,0.00036635,0.00036635
83,974.367,0.05914,0.14858,0.02401,0.95595,0.89032,0.9037,0.72731,0.27467,0.46937,0.16275,0.0003647,0.0003647,0.0003647
84,986.058,0.06326,0.16641,0.02558,0.94608,0.90968,0.93245,0.73342,0.28656,0.44171,0.16913,0.00036305,0.00036305,0.00036305
85,997.663,0.0646,0.17853,0.02695,0.94745,0.90323,0.91689,0.73635,0.28613,0.4337,0.17759,0.0003614,0.0003614,0.0003614
86,1009.14,0.06249,0.15863,0.02626,0.90419,0.89462,0.88277,0.70637,0.29516,0.48354,0.19601,0.00035975,0.00035975,0.00035975
87,1020.65,0.06282,0.15301,0.02691,0.89211,0.87527,0.86409,0.68522,0.3424,0.47011,0.24868,0.0003581,0.0003581,0.0003581
88,1032.6,0.06346,0.15887,0.02717,0.93269,0.92903,0.93548,0.74382,0.28228,0.42073,0.18,0.00035645,0.00035645,0.00035645
89,1044.15,0.05549,0.13776,0.02324,0.92286,0.93118,0.93723,0.7452,0.28305,0.42906,0.17434,0.0003548,0.0003548,0.0003548
90,1056.25,0.05383,0.12996,0.02239,0.94393,0.90505,0.92213,0.739,0.27741,0.4792,0.17527,0.00035315,0.00035315,0.00035315
91,1067.88,0.05387,0.12909,0.02245,0.93112,0.90115,0.91554,0.73558,0.27681,0.47045,0.17473,0.0003515,0.0003515,0.0003515
92,1079.35,0.05282,0.12446,0.02073,0.93391,0.91167,0.92696,0.74829,0.27129,0.44104,0.16996,0.00034985,0.00034985,0.00034985
93,1090.78,0.04976,0.1183,0.01994,0.93763,0.91828,0.9292,0.74811,0.26935,0.45609,0.16583,0.0003482,0.0003482,0.0003482
94,1102.46,0.04703,0.1157,0.01881,0.94275,0.92473,0.93648,0.75051,0.27645,0.4416,0.16965,0.00034655,0.00034655,0.00034655
95,1114.09,0.04431,0.11041,0.01832,0.93519,0.93101,0.93323,0.75,0.28124,0.4483,0.18004,0.0003449,0.0003449,0.0003449
96,1125.59,0.04756,0.1104,0.01913,0.95776,0.92645,0.94083,0.75676,0.26494,0.43342,0.16557,0.00034325,0.00034325,0.00034325
97,1137.05,0.04433,0.11053,0.0181,0.94485,0.90968,0.93454,0.7495,0.25356,0.48884,0.15084,0.0003416,0.0003416,0.0003416
98,1148.73,0.04573,0.11441,0.01849,0.95014,0.90159,0.92264,0.73391,0.26164,0.51753,0.16108,0.00033995,0.00033995,0.00033995
99,1160.2,0.04513,0.11041,0.01815,0.95443,0.90075,0.92437,0.73984,0.25754,0.50717,0.14878,0.0003383,0.0003383,0.0003383
100,1171.68,0.04818,0.12001,0.02015,0.94783,0.89865,0.91823,0.73892,0.27158,0.49302,0.16565,0.00033665,0.00033665,0.00033665
101,1183.39,0.04511,0.11326,0.01861,0.95157,0.89032,0.91264,0.73183,0.30064,0.45814,0.18958,0.000335,0.000335,0.000335
102,1194.85,0.04308,0.11034,0.01746,0.956,0.88785,0.91857,0.7413,0.28459,0.47829,0.17838,0.00033335,0.00033335,0.00033335
103,1206.33,0.04617,0.11568,0.01893,0.94921,0.89032,0.92671,0.74614,0.2743,0.48831,0.17071,0.0003317,0.0003317,0.0003317
104,1217.92,0.04669,0.12034,0.01933,0.92315,0.90753,0.92361,0.73989,0.28399,0.45206,0.17457,0.00033005,0.00033005,0.00033005
105,1229.56,0.04574,0.11061,0.01929,0.94602,0.90968,0.93819,0.75593,0.26267,0.47058,0.15669,0.0003284,0.0003284,0.0003284
106,1241,0.04773,0.11432,0.02034,0.943,0.92903,0.9426,0.7584,0.2624,0.44117,0.15907,0.00032675,0.00032675,0.00032675
107,1252.44,0.04357,0.1052,0.0178,0.93303,0.93118,0.93439,0.75444,0.28136,0.43358,0.18276,0.0003251,0.0003251,0.0003251
108,1264.02,0.04122,0.10337,0.0169,0.9426,0.91828,0.93558,0.76002,0.26662,0.45965,0.1589,0.00032345,0.00032345,0.00032345
109,1275.7,0.03935,0.09924,0.01589,0.93723,0.93118,0.93341,0.75886,0.27597,0.45258,0.17348,0.0003218,0.0003218,0.0003218
