epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,18.9403,1.25934,1.25922,0.75972,0.00331,0.26452,0.00478,0.00087,1.50876,0.79821,1.59143,1.5e-05,1.5e-05,0.085015
2,31.8231,0.7142,1.20846,0.32176,0.00159,0.12688,0.0009,0.00024,2.18095,0.27037,2.00235,3.08977e-05,3.08977e-05,0.0690309
3,44.5703,0.40842,1.50863,0.17443,0.00492,0.39355,0.0051,0.00159,1.23239,0.6213,1.36457,4.66898e-05,4.66898e-05,0.0530467
4,56.9498,0.30879,1.5408,0.13407,0.0082,0.65591,0.07386,0.04088,0.9216,1.25997,0.81244,6.23763e-05,6.23763e-05,0.0370624
5,69.2408,0.23077,1.69161,0.09479,0.0118,0.94409,0.08033,0.05661,0.38976,1.44007,0.21491,7.79572e-05,7.79572e-05,0.021078
6,81.5026,0.22252,1.55059,0.09613,0.04265,0.93763,0.08579,0.06509,0.29822,1.47599,0.16552,9.34325e-05,9.34325e-05,0.00509343
7,93.9266,0.18451,1.56163,0.07606,0.04642,0.89677,0.07465,0.05772,0.26746,1.4804,0.14814,9.802e-05,9.802e-05,9.802e-05
8,105.915,0.17229,1.58941,0.07121,0.05529,0.8086,0.08678,0.06704,0.25153,1.45753,0.13261,9.769e-05,9.769e-05,9.769e-05
9,118.316,0.15745,1.47544,0.06501,0.06461,0.65161,0.07559,0.0589,0.24203,1.37588,0.13099,9.736e-05,9.736e-05,9.736e-05
10,130.309,0.14136,1.45359,0.05871,0.06491,0.58065,0.07847,0.05777,0.23857,1.43277,0.12233,9.703e-05,9.703e-05,9.703e-05
11,142.144,0.13615,1.38835,0.05544,0.07306,0.45806,0.08389,0.06224,0.23619,1.39055,0.12341,9.67e-05,9.67e-05,9.67e-05
12,153.999,0.12718,1.40178,0.05209,0.07223,0.45591,0.08275,0.06343,0.22938,1.39264,0.11765,9.637e-05,9.637e-05,9.637e-05
13,165.743,0.12093,1.37758,0.04883,0.08092,0.39355,0.08395,0.06364,0.25114,1.33092,0.13519,9.604e-05,9.604e-05,9.604e-05
14,177.682,0.11696,1.39075,0.04915,0.09353,0.40645,0.09355,0.07026,0.2395,1.36653,0.12844,9.571e-05,9.571e-05,9.571e-05
15,190.237,0.1112,1.36126,0.04472,0.10873,0.35484,0.10611,0.07792,0.25074,1.30698,0.13699,9.538e-05,9.538e-05,9.538e-05
16,202.552,0.10656,1.32886,0.04341,0.12989,0.36559,0.11915,0.09068,0.25955,1.26114,0.14394,9.505e-05,9.505e-05,9.505e-05
17,215.18,0.10899,1.23115,0.04403,0.14125,0.42366,0.13404,0.10078,0.26428,1.23663,0.14189,9.472e-05,9.472e-05,9.472e-05
18,227.979,0.11338,1.14145,0.04605,0.25686,0.55054,0.23091,0.17736,0.27844,1.12781,0.15433,9.439e-05,9.439e-05,9.439e-05
19,240.645,0.11135,0.85651,0.04602,0.80897,0.74679,0.79133,0.60585,0.29287,0.71379,0.16601,9.406e-05,9.406e-05,9.406e-05
20,253.291,0.10774,0.43204,0.04553,0.85047,0.84516,0.8639,0.66536,0.3136,0.49097,0.19037,9.373e-05,9.373e-05,9.373e-05
21,265.591,0.10298,0.27857,0.04282,0.89731,0.85806,0.87576,0.65984,0.32857,0.46974,0.20453,9.34e-05,9.34e-05,9.34e-05
22,277.711,0.09565,0.21431,0.03882,0.88892,0.92929,0.91159,0.69123,0.32322,0.409,0.20825,9.307e-05,9.307e-05,9.307e-05
23,290.271,0.08664,0.19993,0.03531,0.85271,0.91183,0.88553,0.67609,0.33697,0.44121,0.22073,9.274e-05,9.274e-05,9.274e-05
24,302.586,0.08995,0.20068,0.03697,0.90165,0.92043,0.89949,0.6852,0.31869,0.40842,0.19907,9.241e-05,9.241e-05,9.241e-05
25,314.726,0.093,0.19592,0.03949,0.88391,0.93329,0.90222,0.67551,0.30463,0.43978,0.19007,9.208e-05,9.208e-05,9.208e-05
26,326.752,0.09413,0.19464,0.03878,0.91117,0.85591,0.87929,0.66351,0.34117,0.45687,0.22704,9.175e-05,9.175e-05,9.175e-05
27,338.947,0.0934,0.19611,0.03846,0.86955,0.90323,0.87917,0.66946,0.32329,0.43877,0.20301,9.142e-05,9.142e-05,9.142e-05
28,350.89,0.08855,0.19594,0.0366,0.89016,0.92373,0.90306,0.68577,0.31676,0.42014,0.19133,9.109e-05,9.109e-05,9.109e-05
29,362.998,0.07481,0.17361,0.0304,0.88848,0.91398,0.88236,0.67582,0.32028,0.41115,0.20832,9.076e-05,9.076e-05,9.076e-05
30,379.302,0.07153,0.16147,0.02891,0.91487,0.90753,0.89103,0.68673,0.32134,0.4173,0.2032,9.043e-05,9.043e-05,9.043e-05
31,391.154,0.07054,0.15858,0.02834,0.89626,0.9104,0.89449,0.68834,0.3211,0.42663,0.21842,9.01e-05,9.01e-05,9.01e-05
32,403.121,0.07482,0.17095,0.03128,0.88589,0.91828,0.89604,0.68838,0.31741,0.45509,0.19901,8.977e-05,8.977e-05,8.977e-05
33,415.037,0.06782,0.15799,0.02755,0.91765,0.89677,0.90021,0.69391,0.32725,0.4195,0.21053,8.944e-05,8.944e-05,8.944e-05
34,427.677,0.06944,0.15712,0.02869,0.88153,0.90323,0.88778,0.68602,0.33218,0.43272,0.21853,8.911e-05,8.911e-05,8.911e-05
35,439.642,0.07614,0.17112,0.03149,0.91669,0.91183,0.90526,0.69824,0.31664,0.40907,0.20537,8.878e-05,8.878e-05,8.878e-05
36,452.195,0.07157,0.15486,0.02962,0.92954,0.89462,0.90123,0.70207,0.324,0.41254,0.199,8.845e-05,8.845e-05,8.845e-05
37,464.757,0.06742,0.14694,0.02849,0.93034,0.89892,0.90628,0.69559,0.32804,0.43483,0.20623,8.812e-05,8.812e-05,8.812e-05
38,476.648,0.06645,0.15023,0.02784,0.9328,0.90108,0.89644,0.69127,0.3193,0.43543,0.20074,8.779e-05,8.779e-05,8.779e-05
39,488.575,0.06048,0.14479,0.02466,0.94549,0.90538,0.91509,0.7102,0.3191,0.40895,0.19759,8.746e-05,8.746e-05,8.746e-05
40,500.958,0.05789,0.13724,0.02325,0.93536,0.88817,0.89875,0.70103,0.32442,0.44369,0.20401,8.713e-05,8.713e-05,8.713e-05
41,513.035,0.05641,0.1312,0.02291,0.93446,0.89892,0.90583,0.70235,0.31271,0.44459,0.19378,8.68e-05,8.68e-05,8.68e-05
42,525.07,0.05352,0.12625,0.02175,0.92538,0.89247,0.89177,0.69781,0.32428,0.44811,0.20706,8.647e-05,8.647e-05,8.647e-05
43,537.081,0.05167,0.12175,0.02136,0.93574,0.89677,0.90169,0.70031,0.33993,0.41967,0.22788,8.614e-05,8.614e-05,8.614e-05
44,549.225,0.04832,0.11636,0.01941,0.92515,0.90108,0.91097,0.70706,0.32531,0.43943,0.21444,8.581e-05,8.581e-05,8.581e-05
45,561.142,0.04943,0.12024,0.01974,0.9326,0.89247,0.90775,0.70927,0.33264,0.44137,0.21856,8.548e-05,8.548e-05,8.548e-05
46,573.01,0.04876,0.11475,0.01926,0.9404,0.89892,0.90299,0.6932,0.32582,0.45725,0.20453,8.515e-05,8.515e-05,8.515e-05
47,585.1,0.04631,0.10937,0.01825,0.94692,0.89032,0.89967,0.70122,0.33496,0.43641,0.22094,8.482e-05,8.482e-05,8.482e-05
48,597.139,0.0452,0.1153,0.0181,0.94311,0.89677,0.9002,0.70284,0.32284,0.47136,0.20573,8.449e-05,8.449e-05,8.449e-05
49,609.297,0.04696,0.11369,0.01877,0.92726,0.90471,0.9055,0.70916,0.32348,0.45695,0.20397,8.416e-05,8.416e-05,8.416e-05
50,621.473,0.05403,0.12352,0.02241,0.94967,0.89272,0.91056,0.71079,0.313,0.46208,0.20395,8.383e-05,8.383e-05,8.383e-05
51,633.963,0.05241,0.12011,0.02107,0.94116,0.89439,0.90428,0.70231,0.30345,0.48751,0.19224,8.35e-05,8.35e-05,8.35e-05
52,645.861,0.05041,0.11786,0.01939,0.93443,0.88877,0.89924,0.70315,0.32313,0.46231,0.20609,8.317e-05,8.317e-05,8.317e-05
53,657.805,0.04764,0.11116,0.01862,0.93541,0.90314,0.90628,0.7034,0.33583,0.44961,0.21794,8.284e-05,8.284e-05,8.284e-05
54,670.006,0.04286,0.10287,0.01683,0.93763,0.88387,0.89421,0.70023,0.32561,0.48528,0.21531,8.251e-05,8.251e-05,8.251e-05
55,681.977,0.0387,0.09858,0.01534,0.93324,0.89677,0.90106,0.70638,0.31303,0.47632,0.20044,8.218e-05,8.218e-05,8.218e-05
56,693.966,0.04202,0.09953,0.01683,0.93581,0.90914,0.91321,0.70823,0.32895,0.47425,0.21608,8.185e-05,8.185e-05,8.185e-05
57,706.188,0.04316,0.10177,0.0173,0.93605,0.91291,0.90901,0.70985,0.31896,0.48104,0.2028,8.152e-05,8.152e-05,8.152e-05
