epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
1,18.8296,1.24488,1.23713,0.78099,0.00156,0.12473,0.00621,0.00074,1.63424,0.9376,1.86479,1.5e-05,1.5e-05,0.085015
2,31.4736,0.77414,1.11937,0.38758,0.00024,0.01935,0.00036,5e-05,1.89445,0.60853,2.04625,3.08977e-05,3.08977e-05,0.0690309
3,43.8037,0.4661,1.33751,0.2125,0.00228,0.1828,0.0015,0.00024,1.57944,0.64912,1.45151,4.66898e-05,4.66898e-05,0.0530467
4,55.2722,0.3234,1.49462,0.1373,0.00852,0.68172,0.07474,0.02859,0.91527,0.95629,0.70596,6.23763e-05,6.23763e-05,0.0370624
5,67.0195,0.32437,1.4205,0.13915,0.01897,0.82796,0.10228,0.07054,0.49483,1.3185,0.32057,7.79572e-05,7.79572e-05,0.021078
6,79.064,0.23758,1.48205,0.10225,0.08001,0.7871,0.12632,0.09575,0.38138,1.34446,0.23154,9.34325e-05,9.34325e-05,0.00509343
7,90.82,0.21887,1.39986,0.09036,0.09627,0.72473,0.13095,0.10038,0.32374,1.23349,0.1889,9.802e-05,9.802e-05,9.802e-05
8,103.536,0.19739,1.32651,0.08238,0.10915,0.66452,0.14665,0.11087,0.27529,1.17353,0.15312,9.769e-05,9.769e-05,9.769e-05
9,115.236,0.20058,1.2136,0.08411,0.13377,0.53118,0.17578,0.12868,0.29514,1.0839,0.16445,9.736e-05,9.736e-05,9.736e-05
10,127.193,0.18255,1.19928,0.07648,0.14535,0.49677,0.17592,0.13137,0.26307,1.0912,0.14949,9.703e-05,9.703e-05,9.703e-05
11,138.963,0.1746,1.15575,0.07274,0.15701,0.44731,0.18073,0.13588,0.27116,1.08737,0.15347,9.67e-05,9.67e-05,9.67e-05
12,150.758,0.16701,1.20224,0.06783,0.16867,0.42151,0.17901,0.13109,0.2668,1.10534,0.15353,9.637e-05,9.637e-05,9.637e-05
13,162.388,0.15998,1.13079,0.06642,0.16079,0.45806,0.17182,0.12889,0.30494,1.07352,0.1871,9.604e-05,9.604e-05,9.604e-05
14,174.277,0.1615,1.10364,0.06956,0.17871,0.47742,0.19298,0.14285,0.28081,1.07486,0.1661,9.571e-05,9.571e-05,9.571e-05
15,185.981,0.17184,1.11029,0.07179,0.22742,0.46667,0.24092,0.17448,0.28844,1.00373,0.17338,9.538e-05,9.538e-05,9.538e-05
16,197.642,0.17279,1.10617,0.07369,0.22544,0.51613,0.23285,0.16955,0.30644,1.01578,0.17535,9.505e-05,9.505e-05,9.505e-05
17,209.183,0.17845,0.98065,0.07711,0.24966,0.52043,0.25437,0.1645,0.36126,0.97387,0.22279,9.472e-05,9.472e-05,9.472e-05
18,221.001,0.20014,1.07307,0.0856,0.2806,0.52844,0.32493,0.21133,0.34026,0.91573,0.18838,9.439e-05,9.439e-05,9.439e-05
19,232.774,0.20711,0.91799,0.08821,0.24345,0.52688,0.26737,0.19417,0.32478,1.10649,0.19229,9.406e-05,9.406e-05,9.406e-05
20,244.456,0.20978,1.15219,0.08848,0.26808,0.52302,0.26857,0.18768,0.32037,0.98058,0.18046,9.373e-05,9.373e-05,9.373e-05
21,256.098,0.19084,0.97016,0.07899,0.25309,0.53763,0.26127,0.19115,0.29993,1.01232,0.17346,9.34e-05,9.34e-05,9.34e-05
22,267.501,0.17741,1.13459,0.07599,0.214,0.48602,0.21764,0.1573,0.3084,1.08634,0.17193,9.307e-05,9.307e-05,9.307e-05
