epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
67,796.975,0.29574,0.3498,0.13116,0.93898,0.93978,0.97331,0.63375,0.38578,0.42068,0.24606,0.00443202,0.00443202,0.00443202
68,808.593,0.29573,0.34889,0.13369,0.93474,0.92414,0.97273,0.60702,0.41443,0.42127,0.27091,0.0044154,0.0044154,0.0044154
69,820.288,0.32028,0.35938,0.13915,0.94595,0.94098,0.97886,0.6419,0.37402,0.40915,0.23349,0.00439856,0.00439856,0.00439856
70,831.945,0.32082,0.36305,0.1355,0.94825,0.9457,0.98095,0.6502,0.37379,0.3989,0.22985,0.00438152,0.00438152,0.00438152
71,843.678,0.35383,0.37857,0.15127,0.9539,0.92043,0.97718,0.63809,0.39006,0.406,0.23474,0.00436428,0.00436428,0.00436428
72,855.511,0.34532,0.37658,0.159,0.94325,0.91828,0.97404,0.69227,0.32936,0.3811,0.19819,0.00434684,0.00434684,0.00434684
73,867.848,0.35966,0.38124,0.14239,0.94275,0.92073,0.98054,0.68815,0.33948,0.38606,0.20177,0.0043292,0.0043292,0.0043292
74,879.555,0.37726,0.38309,0.14653,0.95204,0.90968,0.97755,0.66743,0.36065,0.39411,0.22564,0.00431136,0.00431136,0.00431136
75,891.012,0.36348,0.38062,0.14582,0.95375,0.92258,0.9783,0.63264,0.38563,0.41145,0.24525,0.00429332,0.00429332,0.00429332
76,902.978,0.35322,0.37704,0.14545,0.95943,0.91543,0.97727,0.63552,0.38401,0.40617,0.2456,0.00427509,0.00427509,0.00427509
77,914.522,0.3426,0.37317,0.14336,0.95058,0.91398,0.97699,0.64374,0.37978,0.40832,0.23717,0.00425667,0.00425667,0.00425667
78,926.294,0.34666,0.37586,0.14667,0.94864,0.91352,0.98033,0.66166,0.36107,0.40065,0.22867,0.00423805,0.00423805,0.00423805
79,938.014,0.30554,0.35276,0.12749,0.94839,0.89892,0.97513,0.68763,0.34203,0.38924,0.20998,0.00421925,0.00421925,0.00421925
80,950.019,0.33726,0.36423,0.14282,0.95067,0.91179,0.97426,0.64234,0.37986,0.40304,0.242,0.00420027,0.00420027,0.00420027
81,961.718,0.31442,0.35526,0.13489,0.94319,0.92903,0.97254,0.65632,0.36355,0.40584,0.21772,0.0041811,0.0041811,0.0041811
82,973.544,0.32196,0.36599,0.13463,0.93464,0.90753,0.95783,0.6327,0.38464,0.42177,0.24858,0.00416175,0.00416175,0.00416175
83,985.323,0.3294,0.36473,0.13029,0.95011,0.90099,0.96227,0.63799,0.38245,0.41968,0.24666,0.00414222,0.00414222,0.00414222
84,997.152,0.32556,0.35978,0.13341,0.94712,0.92439,0.97647,0.69245,0.33383,0.38273,0.21029,0.00412251,0.00412251,0.00412251
85,1009.13,0.33365,0.36435,0.13293,0.94279,0.93118,0.97593,0.66956,0.35369,0.40448,0.22806,0.00410262,0.00410262,0.00410262
86,1020.67,0.30762,0.35788,0.13311,0.94121,0.92968,0.97816,0.65886,0.36671,0.39539,0.23423,0.00408257,0.00408257,0.00408257
87,1032.52,0.29289,0.34596,0.13578,0.93553,0.93619,0.97749,0.65549,0.37345,0.40758,0.23143,0.00406234,0.00406234,0.00406234
88,1044.28,0.30368,0.35889,0.13159,0.93638,0.91798,0.97396,0.61533,0.40559,0.4261,0.26086,0.00404194,0.00404194,0.00404194
89,1056.08,0.30198,0.35252,0.12831,0.93555,0.93647,0.97779,0.64082,0.38287,0.41436,0.24467,0.00402138,0.00402138,0.00402138
90,1067.84,0.30452,0.35099,0.1343,0.92951,0.93333,0.97302,0.61419,0.41223,0.43426,0.26945,0.00400066,0.00400066,0.00400066
91,1079.6,0.2982,0.35058,0.13158,0.9357,0.93886,0.97778,0.64714,0.37498,0.40767,0.23935,0.00397977,0.00397977,0.00397977
92,1091.55,0.31816,0.3578,0.13102,0.93568,0.9385,0.97826,0.67612,0.349,0.38385,0.21386,0.00395872,0.00395872,0.00395872
93,1103.19,0.30247,0.34589,0.12995,0.93455,0.94194,0.98454,0.67864,0.34788,0.3868,0.21106,0.00393752,0.00393752,0.00393752
94,1114.75,0.31088,0.35549,0.13184,0.92701,0.92859,0.97266,0.62955,0.39397,0.41935,0.2469,0.00391616,0.00391616,0.00391616
95,1126.34,0.32897,0.36244,0.13913,0.91903,0.9519,0.97772,0.64385,0.38132,0.39899,0.23844,0.00389464,0.00389464,0.00389464
96,1137.86,0.36883,0.38233,0.14404,0.92219,0.94839,0.97795,0.66904,0.34793,0.38039,0.20724,0.00387298,0.00387298,0.00387298
97,1149.63,0.34761,0.36899,0.13572,0.93556,0.9367,0.9749,0.64122,0.38037,0.4101,0.22456,0.00385117,0.00385117,0.00385117
98,1161.2,0.35303,0.36881,0.13431,0.94546,0.92258,0.97278,0.6558,0.36381,0.4027,0.22654,0.00382922,0.00382922,0.00382922
99,1172.89,0.29895,0.34933,0.12296,0.949,0.92035,0.97476,0.67539,0.34602,0.40117,0.20253,0.00380712,0.00380712,0.00380712
100,1184.62,0.30294,0.35298,0.12679,0.9482,0.92258,0.97395,0.6567,0.36027,0.40971,0.22014,0.00378488,0.00378488,0.00378488
101,1196.38,0.28388,0.34062,0.12035,0.93892,0.94624,0.98224,0.68572,0.34046,0.39452,0.20895,0.0037625,0.0037625,0.0037625
102,1208.25,0.28607,0.34433,0.11982,0.94371,0.93333,0.97683,0.64296,0.37929,0.41709,0.2413,0.00373999,0.00373999,0.00373999
103,1219.92,0.27793,0.33821,0.11995,0.91658,0.94409,0.97386,0.66232,0.36215,0.40554,0.22212,0.00371734,0.00371734,0.00371734
104,1231.57,0.29997,0.34848,0.12198,0.94517,0.92682,0.96757,0.62697,0.39216,0.41983,0.25226,0.00369456,0.00369456,0.00369456
105,1243.63,0.33096,0.36479,0.13342,0.9399,0.92258,0.96882,0.59326,0.42725,0.43538,0.27677,0.00367166,0.00367166,0.00367166
106,1255.23,0.26321,0.33156,0.11588,0.91279,0.94542,0.97052,0.64089,0.38338,0.41387,0.23775,0.00364863,0.00364863,0.00364863
107,1267.63,0.2819,0.34092,0.11913,0.93448,0.92688,0.97185,0.63456,0.38947,0.42735,0.24317,0.00362547,0.00362547,0.00362547
108,1279.2,0.26601,0.32753,0.11572,0.9369,0.90538,0.9639,0.64646,0.37736,0.41531,0.23495,0.0036022,0.0036022,0.0036022
109,1291.09,0.28888,0.33777,0.115,0.9271,0.91828,0.97133,0.66575,0.35412,0.40381,0.21952,0.0035788,0.0035788,0.0035788
110,1302.63,0.26825,0.33173,0.11514,0.91485,0.93118,0.96718,0.66881,0.35251,0.40833,0.22014,0.00355529,0.00355529,0.00355529
111,1314.42,0.27981,0.34138,0.12274,0.92567,0.93333,0.97142,0.67836,0.34521,0.38777,0.21225,0.00353167,0.00353167,0.00353167
112,1326.22,0.26684,0.33085,0.11524,0.93563,0.91183,0.97496,0.63881,0.38969,0.41674,0.24266,0.00350794,0.00350794,0.00350794
113,1337.96,0.27864,0.33274,0.11197,0.94529,0.92258,0.97946,0.69313,0.33074,0.3836,0.19785,0.0034841,0.0034841,0.0034841
114,1349.92,0.26477,0.3339,0.11617,0.92429,0.94515,0.97958,0.65661,0.36989,0.42378,0.23322,0.00346016,0.00346016,0.00346016
115,1361.76,0.26027,0.32886,0.11483,0.92689,0.95425,0.98414,0.66047,0.36446,0.4091,0.22965,0.00343611,0.00343611,0.00343611
116,1373.26,0.28512,0.33824,0.12042,0.93511,0.92903,0.97866,0.68059,0.34629,0.38981,0.21373,0.00341196,0.00341196,0.00341196
117,1385.11,0.28373,0.33905,0.11593,0.94569,0.93621,0.97934,0.66847,0.35525,0.39295,0.22194,0.00338772,0.00338772,0.00338772
118,1396.7,0.25631,0.31907,0.10753,0.92655,0.95484,0.98196,0.68174,0.34389,0.39428,0.21217,0.00336338,0.00336338,0.00336338
119,1408.33,0.26684,0.32672,0.11571,0.93475,0.93978,0.9773,0.68396,0.3392,0.39323,0.21441,0.00333894,0.00333894,0.00333894
120,1419.74,0.25793,0.32613,0.11185,0.93876,0.93333,0.97929,0.68606,0.33672,0.40471,0.20769,0.00331442,0.00331442,0.00331442
121,1431.6,0.26258,0.3279,0.11321,0.93645,0.90968,0.96182,0.67047,0.35167,0.40783,0.21952,0.00328982,0.00328982,0.00328982
122,1443.61,0.25527,0.31947,0.11389,0.92653,0.92903,0.96616,0.66714,0.35947,0.41804,0.22234,0.00326513,0.00326513,0.00326513
